Sensor,Data,Valor,Direcao_Saida,Unidade,Estado
PZ-BM-BV-53,2016-03-10 10:30:00,6.79,Carga Piezométrica,m.c.a,normal
PE-BM-BV-71,2016-03-10 10:30:00,17.34,Carga Piezométrica,m.c.a,normal
PE-BM-BV-71,2016-03-10 10:30:00,75.86,Cota Piezométrica,m,normal
PZ-BM-BV-35,2016-03-10 10:30:00,44.49,Cota Piezométrica,m,normal
PZ-BM-BV-55,2016-03-10 10:30:00,34.7,Cota Piezométrica,m,normal
PZ-BM-BV-81,2016-03-10 10:30:00,77.83,Cota Piezométrica,m,normal
PZ-BM-BV-81,2016-03-10 10:30:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-32,2016-03-10 10:30:00,23.03,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-33,2016-03-10 10:30:00,54.1,Cota Piezométrica,m,normal
PZ-BM-BV-33,2016-03-10 10:30:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-32,2016-03-10 10:30:00,60.63,Cota Piezométrica,m,normal
PZ-BM-BV-83,2016-03-10 10:30:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-83,2016-03-10 10:30:00,71.77,Cota Piezométrica,m,normal
PZ-BM-BV-51,2016-03-10 10:30:00,41.4,Cota Piezométrica,m,normal
PZ-BM-BV-13,2016-03-10 10:30:00,0.68,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-15,2016-03-10 10:30:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-82,2016-03-10 10:30:00,78.54,Cota Piezométrica,m,normal
MV-BM-BV-81,2016-03-10 10:30:00,0.0,Vazão,m3/s,normal
PZ-BM-BV-56,2016-03-10 10:30:00,34.65,Cota Piezométrica,m,normal
PZ-BM-BV-56,2016-03-10 10:30:00,11.66,Carga Piezométrica,m.c.a,normal
MV-BM-BV-81,2016-03-10 10:30:00,0.0,Vazão,l/min,normal
MV-BM-BV-81,2016-03-10 10:30:00,0.0,Vazão,l/s,normal
PZ-BM-BV-82,2016-03-10 10:30:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-54,2016-03-10 10:30:00,35.12,Cota Piezométrica,m,normal
PZ-BM-BV-54,2016-03-10 10:30:00,10.55,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-71,2016-03-10 10:30:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-71,2016-03-10 10:30:00,65.45,Cota Piezométrica,m,normal
PZ-BM-BV-31,2016-03-10 10:30:00,47.07,Cota Piezométrica,m,normal
PZ-BM-BV-31,2016-03-10 10:30:00,0.0,Carga Piezométrica,m.c.a,normal
PE-BM-BV-52,2016-03-10 10:30:00,27.72,Carga Piezométrica,m.c.a,normal
PE-BM-BV-52,2016-03-10 10:30:00,60.78,Cota Piezométrica,m,normal
PZ-BM-BV-52,2016-03-10 10:30:00,18.68,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-34,2016-03-10 10:30:00,10.55,Carga Piezométrica,m.c.a,normal
PE-BM-BV-72,2016-03-10 10:30:00,66.87,Cota Piezométrica,m,normal
PZ-BM-BV-52,2016-03-10 10:30:00,48.48,Cota Piezométrica,m,normal
PE-BM-BV-81,2016-03-10 10:30:00,12.18,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-11,2016-03-10 10:30:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-34,2016-03-10 10:30:00,50.3,Cota Piezométrica,m,normal
PE-BM-BV-81,2016-03-10 10:30:00,85.61,Cota Piezométrica,m,normal
MV-BM-BV-51,2016-03-11 15:30:00,2.56,Vazão,l/s,normal
MV-BM-BV-51,2016-03-11 15:30:00,0.00256,Vazão,m3/s,normal
MV-BM-BV-51,2016-03-11 15:30:00,153.66,Vazão,l/min,normal
MV-BM-BV-81,2016-03-11 15:30:00,0.0,Vazão,m3/s,normal
MV-BM-BV-81,2016-03-11 15:30:00,0.0,Vazão,l/s,normal
MV-BM-BV-81,2016-03-11 15:30:00,0.0,Vazão,l/min,normal
MV-BM-BV-81,2016-03-12 14:35:00,0.0,Vazão,m3/s,normal
MV-BM-BV-51,2016-03-12 14:35:00,1.89,Vazão,l/s,normal
MV-BM-BV-81,2016-03-12 14:35:00,0.0,Vazão,l/min,normal
MV-BM-BV-51,2016-03-12 14:35:00,113.57,Vazão,l/min,normal
MV-BM-BV-51,2016-03-12 14:35:00,0.00189,Vazão,m3/s,normal
MV-BM-BV-81,2016-03-12 14:35:00,0.0,Vazão,l/s,normal
PE-BM-BV-71,2016-03-14 08:00:00,18.01,Carga Piezométrica,m.c.a,normal
PE-BM-BV-52,2016-03-14 08:00:00,28.37,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-55,2016-03-14 08:00:00,34.72,Cota Piezométrica,m,normal
PE-BM-BV-52,2016-03-14 08:00:00,61.43,Cota Piezométrica,m,normal
PE-BM-BV-71,2016-03-14 08:00:00,76.53,Cota Piezométrica,m,normal
PZ-BM-BV-55,2016-03-14 08:00:00,12.32,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-53,2016-03-14 08:00:00,34.54,Cota Piezométrica,m,normal
PZ-BM-BV-13,2016-03-14 08:00:00,0.68,Carga Piezométrica,m.c.a,normal
MV-BM-BV-81,2016-03-14 08:00:00,0.0,Vazão,l/s,normal
PZ-BM-BV-73,2016-03-14 08:00:00,56.66,Cota Piezométrica,m,normal
PZ-BM-BV-73,2016-03-14 08:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-35,2016-03-14 08:00:00,44.38,Cota Piezométrica,m,normal
PZ-BM-BV-35,2016-03-14 08:00:00,3.81,Carga Piezométrica,m.c.a,normal
MV-BM-BV-51,2016-03-14 08:00:00,2.1,Vazão,l/s,normal
MV-BM-BV-51,2016-03-14 08:00:00,0.0021,Vazão,m3/s,normal
MV-BM-BV-51,2016-03-14 08:00:00,126.13,Vazão,l/min,normal
PZ-BM-BV-31,2016-03-14 08:00:00,47.07,Cota Piezométrica,m,normal
PZ-BM-BV-31,2016-03-14 08:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-53,2016-03-14 08:00:00,6.8,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-71,2016-03-14 08:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-82,2016-03-14 08:00:00,78.54,Cota Piezométrica,m,normal
PZ-BM-BV-82,2016-03-14 08:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-36,2016-03-14 08:00:00,47.49,Cota Piezométrica,m,normal
PZ-BM-BV-36,2016-03-14 08:00:00,3.36,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-81,2016-03-14 08:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-14,2016-03-14 08:00:00,69.31,Cota Piezométrica,m,normal
PZ-BM-BV-14,2016-03-14 08:00:00,14.87,Carga Piezométrica,m.c.a,normal
MV-BM-BV-81,2016-03-14 08:00:00,0.0,Vazão,m3/s,normal
MV-BM-BV-81,2016-03-14 08:00:00,0.0,Vazão,l/min,normal
PZ-BM-BV-71,2016-03-14 08:00:00,65.45,Cota Piezométrica,m,normal
PZ-BM-BV-13,2016-03-14 08:00:00,70.64,Cota Piezométrica,m,normal
PZ-BM-BV-81,2016-03-14 08:00:00,77.83,Cota Piezométrica,m,normal
PZ-BM-BV-15,2016-03-14 08:00:00,59.61,Cota Piezométrica,m,normal
PZ-BM-BV-51,2016-03-14 08:00:00,41.4,Cota Piezométrica,m,normal
PZ-BM-BV-56,2016-03-14 08:00:00,11.7,Carga Piezométrica,m.c.a,normal
MNA-BM-BV-81,2016-03-14 08:00:00,86.85,Cota do NA,m,normal
PZ-BM-BV-11,2016-03-14 08:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-11,2016-03-14 08:00:00,74.48,Cota Piezométrica,m,normal
PZ-BM-BV-56,2016-03-14 08:00:00,34.69,Cota Piezométrica,m,normal
PZ-BM-BV-51,2016-03-14 08:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-34,2016-03-14 08:00:00,10.77,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-52,2016-03-14 08:00:00,18.95,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-15,2016-03-14 08:00:00,0.0,Carga Piezométrica,m.c.a,normal
PE-BM-BV-82,2016-03-14 08:00:00,81.88,Cota Piezométrica,m,normal
PE-BM-BV-82,2016-03-14 08:00:00,6.72,Carga Piezométrica,m.c.a,normal
PE-BM-BV-51,2016-03-14 08:00:00,53.23,Carga Piezométrica,m.c.a,normal
PE-BM-BV-51,2016-03-14 08:00:00,86.23,Cota Piezométrica,m,normal
PZ-BM-BV-52,2016-03-14 08:00:00,48.75,Cota Piezométrica,m,normal
PE-BM-BV-72,2016-03-14 08:00:00,69.14,Cota Piezométrica,m,normal
PZ-BM-BV-72,2016-03-14 08:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-32,2016-03-14 08:00:00,23.18,Carga Piezométrica,m.c.a,normal
PE-BM-BV-81,2016-03-14 08:00:00,12.66,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-34,2016-03-14 08:00:00,50.52,Cota Piezométrica,m,normal
PE-BM-BV-81,2016-03-14 08:00:00,86.09,Cota Piezométrica,m,normal
PZ-BM-BV-33,2016-03-14 08:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-33,2016-03-14 08:00:00,54.1,Cota Piezométrica,m,normal
PZ-BM-BV-32,2016-03-14 08:00:00,60.78,Cota Piezométrica,m,normal
PZ-BM-BV-83,2016-03-14 08:00:00,72.42,Cota Piezométrica,m,normal
PZ-BM-BV-83,2016-03-14 08:00:00,0.65,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-54,2016-03-14 08:00:00,35.14,Cota Piezométrica,m,normal
PE-BM-BV-72,2016-03-14 08:00:00,5.09,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-54,2016-03-14 08:00:00,10.57,Carga Piezométrica,m.c.a,normal
MNA-BM-BV-51,2016-03-14 08:00:00,86.75,Cota do NA,m,normal
PZ-BM-BV-72,2016-03-14 08:00:00,65.21,Cota Piezométrica,m,normal
MV-BM-BV-81,2016-03-15 14:30:00,0.0,Vazão,l/min,normal
MV-BM-BV-81,2016-03-15 14:30:00,0.0,Vazão,m3/s,normal
MV-BM-BV-51,2016-03-15 14:30:00,1.51,Vazão,l/s,normal
MV-BM-BV-81,2016-03-15 14:30:00,0.0,Vazão,l/s,normal
MV-BM-BV-51,2016-03-15 14:30:00,0.00151,Vazão,m3/s,normal
MV-BM-BV-51,2016-03-15 14:30:00,90.77,Vazão,l/min,normal
MV-BM-BV-51,2016-03-16 09:12:00,67.95,Vazão,l/min,normal
MV-BM-BV-51,2016-03-16 09:12:00,0.00113,Vazão,m3/s,normal
MV-BM-BV-51,2016-03-16 09:12:00,1.13,Vazão,l/s,normal
PZ-BM-BV-52,2016-03-17 10:00:00,48.91,Cota Piezométrica,m,normal
PZ-BM-BV-72,2016-03-17 10:00:00,65.21,Cota Piezométrica,m,normal
PZ-BM-BV-52,2016-03-17 10:00:00,19.11,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-31,2016-03-17 10:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-72,2016-03-17 10:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-31,2016-03-17 10:00:00,47.07,Cota Piezométrica,m,normal
PE-BM-BV-81,2016-03-17 10:00:00,86.33,Cota Piezométrica,m,normal
PE-BM-BV-72,2016-03-17 10:00:00,6.25,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-12,2016-03-17 10:00:00,73.87,Cota Piezométrica,m,normal
PZ-BM-BV-12,2016-03-17 10:00:00,14.72,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-55,2016-03-17 10:00:00,12.26,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-55,2016-03-17 10:00:00,34.66,Cota Piezométrica,m,normal
PZ-BM-BV-32,2016-03-17 10:00:00,23.29,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-32,2016-03-17 10:00:00,60.89,Cota Piezométrica,m,normal
PZ-BM-BV-51,2016-03-17 10:00:00,41.4,Cota Piezométrica,m,normal
PE-BM-BV-71,2016-03-17 10:00:00,76.97,Cota Piezométrica,m,normal
PE-BM-BV-71,2016-03-17 10:00:00,18.45,Carga Piezométrica,m.c.a,normal
PE-BM-BV-72,2016-03-17 10:00:00,70.3,Cota Piezométrica,m,normal
PZ-BM-BV-53,2016-03-17 10:00:00,6.75,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-51,2016-03-17 10:00:00,0.0,Carga Piezométrica,m.c.a,normal
MNA-BM-BV-81,2016-03-17 10:00:00,86.85,Cota do NA,m,normal
PZ-BM-BV-15,2016-03-17 10:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-15,2016-03-17 10:00:00,59.61,Cota Piezométrica,m,normal
PE-BM-BV-81,2016-03-17 10:00:00,12.9,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-71,2016-03-17 10:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-71,2016-03-17 10:00:00,65.45,Cota Piezométrica,m,normal
PZ-BM-BV-56,2016-03-17 10:00:00,34.6,Cota Piezométrica,m,normal
PZ-BM-BV-56,2016-03-17 10:00:00,11.61,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-53,2016-03-17 10:00:00,34.49,Cota Piezométrica,m,normal
MV-BM-BV-51,2016-03-17 10:00:00,0.00104,Vazão,m3/s,normal
MV-BM-BV-51,2016-03-17 10:00:00,1.04,Vazão,l/s,normal
PZ-BM-BV-34,2016-03-17 10:00:00,50.66,Cota Piezométrica,m,normal
PE-BM-BV-51,2016-03-17 10:00:00,53.56,Carga Piezométrica,m.c.a,normal
PE-BM-BV-51,2016-03-17 10:00:00,86.56,Cota Piezométrica,m,normal
PZ-BM-BV-82,2016-03-17 10:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-36,2016-03-17 10:00:00,3.36,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-14,2016-03-17 10:00:00,15.41,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-14,2016-03-17 10:00:00,69.85,Cota Piezométrica,m,normal
PZ-BM-BV-81,2016-03-17 10:00:00,77.83,Cota Piezométrica,m,normal
PZ-BM-BV-36,2016-03-17 10:00:00,47.49,Cota Piezométrica,m,normal
PZ-BM-BV-11,2016-03-17 10:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-35,2016-03-17 10:00:00,44.29,Cota Piezométrica,m,normal
PZ-BM-BV-11,2016-03-17 10:00:00,74.48,Cota Piezométrica,m,normal
MNA-BM-BV-51,2016-03-17 10:00:00,86.75,Cota do NA,m,normal
PZ-BM-BV-83,2016-03-17 10:00:00,73.26,Cota Piezométrica,m,normal
PE-BM-BV-52,2016-03-17 10:00:00,61.95,Cota Piezométrica,m,normal
PE-BM-BV-52,2016-03-17 10:00:00,28.89,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-83,2016-03-17 10:00:00,1.49,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-33,2016-03-17 10:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-54,2016-03-17 10:00:00,10.5,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-54,2016-03-17 10:00:00,35.07,Cota Piezométrica,m,normal
PZ-BM-BV-33,2016-03-17 10:00:00,54.1,Cota Piezométrica,m,normal
PZ-BM-BV-82,2016-03-17 10:00:00,78.54,Cota Piezométrica,m,normal
PZ-BM-BV-35,2016-03-17 10:00:00,3.72,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-81,2016-03-17 10:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-34,2016-03-17 10:00:00,10.91,Carga Piezométrica,m.c.a,normal
PE-BM-BV-82,2016-03-17 10:00:00,82.27,Cota Piezométrica,m,normal
PE-BM-BV-82,2016-03-17 10:00:00,7.11,Carga Piezométrica,m.c.a,normal
MV-BM-BV-51,2016-03-17 10:00:00,62.15,Vazão,l/min,normal
PZ-BM-BV-13,2016-03-17 10:00:00,0.68,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-73,2016-03-17 10:00:00,56.66,Cota Piezométrica,m,normal
PZ-BM-BV-13,2016-03-17 10:00:00,70.64,Cota Piezométrica,m,normal
PZ-BM-BV-73,2016-03-17 10:00:00,0.0,Carga Piezométrica,m.c.a,normal
MV-BM-BV-51,2016-03-18 08:40:00,0.86,Vazão,l/s,normal
MV-BM-BV-51,2016-03-18 08:40:00,0.00086,Vazão,m3/s,normal
MV-BM-BV-51,2016-03-18 08:40:00,51.46,Vazão,l/min,normal
MV-BM-BV-31,2016-03-19 08:50:00,455.41,Vazão,l/min,normal
MV-BM-BV-51,2016-03-19 08:50:00,0.00078,Vazão,m3/s,normal
MV-BM-BV-51,2016-03-19 08:50:00,46.56,Vazão,l/min,normal
MV-BM-BV-51,2016-03-19 08:50:00,0.78,Vazão,l/s,normal
MV-BM-BV-31,2016-03-19 08:50:00,0.00759,Vazão,m3/s,normal
MV-BM-BV-31,2016-03-19 08:50:00,7.59,Vazão,l/s,normal
PZ-BM-BV-32,2016-03-21 08:30:00,23.29,Carga Piezométrica,m.c.a,normal
MV-BM-BV-31,2016-03-21 08:30:00,0.00522,Vazão,m3/s,normal
PZ-BM-BV-12,2016-03-21 08:30:00,75.54,Cota Piezométrica,m,normal
PZ-BM-BV-12,2016-03-21 08:30:00,16.39,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-34,2016-03-21 08:30:00,11.08,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-72,2016-03-21 08:30:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-33,2016-03-21 08:30:00,54.1,Cota Piezométrica,m,normal
MNA-BM-BV-51,2016-03-21 08:30:00,86.75,Cota do NA,m,normal
PZ-BM-BV-32,2016-03-21 08:30:00,60.89,Cota Piezométrica,m,normal
MV-BM-BV-31,2016-03-21 08:30:00,312.95,Vazão,l/min,normal
PE-BM-BV-72,2016-03-21 08:30:00,71.31,Cota Piezométrica,m,normal
PZ-BM-BV-51,2016-03-21 08:30:00,41.4,Cota Piezométrica,m,normal
PZ-BM-BV-51,2016-03-21 08:30:00,0.0,Carga Piezométrica,m.c.a,normal
PE-BM-BV-82,2016-03-21 08:30:00,7.51,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-81,2016-03-21 08:30:00,77.83,Cota Piezométrica,m,normal
PE-BM-BV-82,2016-03-21 08:30:00,82.67,Cota Piezométrica,m,normal
PE-BM-BV-51,2016-03-21 08:30:00,86.91,Cota Piezométrica,m,normal
PZ-BM-BV-13,2016-03-21 08:30:00,70.64,Cota Piezométrica,m,normal
PZ-BM-BV-13,2016-03-21 08:30:00,0.68,Carga Piezométrica,m.c.a,normal
PE-BM-BV-51,2016-03-21 08:30:00,53.91,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-52,2016-03-21 08:30:00,49.09,Cota Piezométrica,m,normal
MV-BM-BV-31,2016-03-21 08:30:00,5.22,Vazão,l/s,normal
PZ-BM-BV-15,2016-03-21 08:30:00,59.61,Cota Piezométrica,m,normal
PZ-BM-BV-73,2016-03-21 08:30:00,56.66,Cota Piezométrica,m,normal
PZ-BM-BV-52,2016-03-21 08:30:00,19.29,Carga Piezométrica,m.c.a,normal
MNA-BM-BV-81,2016-03-21 08:30:00,86.85,Cota do NA,m,normal
PZ-BM-BV-11,2016-03-21 08:30:00,74.48,Cota Piezométrica,m,normal
PZ-BM-BV-56,2016-03-21 08:30:00,34.59,Cota Piezométrica,m,normal
PZ-BM-BV-56,2016-03-21 08:30:00,11.6,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-11,2016-03-21 08:30:00,0.0,Carga Piezométrica,m.c.a,normal
PE-BM-BV-72,2016-03-21 08:30:00,7.26,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-34,2016-03-21 08:30:00,50.83,Cota Piezométrica,m,normal
PZ-BM-BV-15,2016-03-21 08:30:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-83,2016-03-21 08:30:00,2.45,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-72,2016-03-21 08:30:00,65.21,Cota Piezométrica,m,normal
PE-BM-BV-71,2016-03-21 08:30:00,77.44,Cota Piezométrica,m,normal
PZ-BM-BV-71,2016-03-21 08:30:00,65.45,Cota Piezométrica,m,normal
PZ-BM-BV-81,2016-03-21 08:30:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-53,2016-03-21 08:30:00,34.47,Cota Piezométrica,m,normal
PZ-BM-BV-53,2016-03-21 08:30:00,6.73,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-82,2016-03-21 08:30:00,78.54,Cota Piezométrica,m,normal
PZ-BM-BV-82,2016-03-21 08:30:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-14,2016-03-21 08:30:00,15.94,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-14,2016-03-21 08:30:00,70.38,Cota Piezométrica,m,normal
PZ-BM-BV-35,2016-03-21 08:30:00,3.67,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-35,2016-03-21 08:30:00,44.24,Cota Piezométrica,m,normal
PZ-BM-BV-31,2016-03-21 08:30:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-31,2016-03-21 08:30:00,47.07,Cota Piezométrica,m,normal
MV-BM-BV-51,2016-03-21 08:30:00,0.86,Vazão,l/s,normal
MV-BM-BV-51,2016-03-21 08:30:00,0.00086,Vazão,m3/s,normal
MV-BM-BV-51,2016-03-21 08:30:00,51.46,Vazão,l/min,normal
PZ-BM-BV-73,2016-03-21 08:30:00,0.0,Carga Piezométrica,m.c.a,normal
PE-BM-BV-71,2016-03-21 08:30:00,18.92,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-36,2016-03-21 08:30:00,47.49,Cota Piezométrica,m,normal
PZ-BM-BV-71,2016-03-21 08:30:00,0.0,Carga Piezométrica,m.c.a,normal
PE-BM-BV-81,2016-03-21 08:30:00,13.16,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-83,2016-03-21 08:30:00,74.22,Cota Piezométrica,m,normal
PZ-BM-BV-54,2016-03-21 08:30:00,10.43,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-55,2016-03-21 08:30:00,34.67,Cota Piezométrica,m,normal
PZ-BM-BV-55,2016-03-21 08:30:00,12.27,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-54,2016-03-21 08:30:00,35.0,Cota Piezométrica,m,normal
PE-BM-BV-81,2016-03-21 08:30:00,86.59,Cota Piezométrica,m,normal
PE-BM-BV-52,2016-03-21 08:30:00,62.65,Cota Piezométrica,m,normal
PZ-BM-BV-36,2016-03-21 08:30:00,3.36,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-33,2016-03-21 08:30:00,0.0,Carga Piezométrica,m.c.a,normal
PE-BM-BV-52,2016-03-21 08:30:00,29.59,Carga Piezométrica,m.c.a,normal
MV-BM-BV-51,2016-03-22 15:30:00,0.9,Vazão,l/s,normal
MV-BM-BV-51,2016-03-22 15:30:00,0.0009,Vazão,m3/s,normal
MV-BM-BV-51,2016-03-22 15:30:00,54.01,Vazão,l/min,normal
MV-BM-BV-31,2016-03-22 15:30:00,312.95,Vazão,l/min,normal
MV-BM-BV-31,2016-03-22 15:30:00,0.00522,Vazão,m3/s,normal
MV-BM-BV-31,2016-03-22 15:30:00,5.22,Vazão,l/s,normal
MV-BM-BV-31,2016-03-23 09:02:00,0.00497,Vazão,m3/s,normal
MV-BM-BV-31,2016-03-23 09:02:00,4.97,Vazão,l/s,normal
MV-BM-BV-31,2016-03-23 09:02:00,298.26,Vazão,l/min,normal
MV-BM-BV-51,2016-03-23 09:02:00,44.22,Vazão,l/min,normal
MV-BM-BV-51,2016-03-23 09:02:00,0.00074,Vazão,m3/s,normal
MV-BM-BV-51,2016-03-23 09:02:00,0.74,Vazão,l/s,normal
PZ-BM-BV-82,2016-03-24 08:00:00,78.54,Cota Piezométrica,m,normal
PZ-BM-BV-31,2016-03-24 08:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-31,2016-03-24 08:00:00,47.07,Cota Piezométrica,m,normal
MV-BM-BV-31,2016-03-24 08:00:00,6.13,Vazão,l/s,normal
MV-BM-BV-31,2016-03-24 08:00:00,0.00613,Vazão,m3/s,normal
MV-BM-BV-31,2016-03-24 08:00:00,367.75,Vazão,l/min,normal
PZ-BM-BV-13,2016-03-24 08:00:00,70.63,Cota Piezométrica,m,normal
PZ-BM-BV-71,2016-03-24 08:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-54,2016-03-24 08:00:00,35.04,Cota Piezométrica,m,normal
PZ-BM-BV-54,2016-03-24 08:00:00,10.47,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-81,2016-03-24 08:00:00,77.83,Cota Piezométrica,m,normal
PZ-BM-BV-81,2016-03-24 08:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-71,2016-03-24 08:00:00,65.45,Cota Piezométrica,m,normal
PZ-BM-BV-35,2016-03-24 08:00:00,3.74,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-35,2016-03-24 08:00:00,44.31,Cota Piezométrica,m,normal
PZ-BM-BV-13,2016-03-24 08:00:00,0.67,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-56,2016-03-24 08:00:00,34.61,Cota Piezométrica,m,normal
PE-BM-BV-52,2016-03-24 08:00:00,63.17,Cota Piezométrica,m,normal
PZ-BM-BV-82,2016-03-24 08:00:00,0.0,Carga Piezométrica,m.c.a,normal
PE-BM-BV-52,2016-03-24 08:00:00,30.11,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-52,2016-03-24 08:00:00,19.43,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-52,2016-03-24 08:00:00,49.23,Cota Piezométrica,m,normal
PZ-BM-BV-56,2016-03-24 08:00:00,11.62,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-73,2016-03-24 08:00:00,56.66,Cota Piezométrica,m,normal
PZ-BM-BV-15,2016-03-24 08:00:00,59.61,Cota Piezométrica,m,normal
PZ-BM-BV-72,2016-03-24 08:00:00,65.21,Cota Piezométrica,m,normal
PZ-BM-BV-51,2016-03-24 08:00:00,41.4,Cota Piezométrica,m,normal
PZ-BM-BV-32,2016-03-24 08:00:00,23.48,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-12,2016-03-24 08:00:00,17.59,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-12,2016-03-24 08:00:00,76.74,Cota Piezométrica,m,normal
PZ-BM-BV-83,2016-03-24 08:00:00,74.82,Cota Piezométrica,m,normal
PZ-BM-BV-83,2016-03-24 08:00:00,3.05,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-55,2016-03-24 08:00:00,12.28,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-72,2016-03-24 08:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-33,2016-03-24 08:00:00,54.1,Cota Piezométrica,m,normal
PZ-BM-BV-33,2016-03-24 08:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-51,2016-03-24 08:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-36,2016-03-24 08:00:00,47.7,Cota Piezométrica,m,normal
